DatabaseClass text,Name text,HullNumber text,DateInService numeric,DateOutService numeric
"Allen M Sumner(1959)","USS Mansfield","DD 728","1944.079","1974.088"
"Allen M Sumner(1959)","USS Lyman K. Swenson","DD 729","1944.117","1974.088"
"Allen M Sumner(1959)","USS Collett","DD 730","1944.178","1974.088"
"Allen M Sumner(1959)","USS Maddox","DD 731","1944.216","1972.503"
"Allen M Sumner(1959)","USS Hyman","DD 732","1944.27","1969.877"
"Allen M Sumner(1959)","USS Purdy","DD 734","1944.35","1973.499"
"Allen M Sumner(1959)","USS Blue","DD 744","1943.91","1974.088"
"Allen M Sumner(1959)","USS Brush","DD 745","1943.992","1969.822"
"Allen M Sumner(1959)","USS Taussig","DD 746","1944.068","1974.088"
"Allen M Sumner(1959)","USS Samuel L. Moore","DD 747","1944.148","1969.814"
"Allen M Sumner(1959)","USS Harry E. Hubbard","DD 748","1944.23","1969.795"
"Allen M Sumner(1959)","USS Alfred A. Cunningham","DD 752","1944.59","1974.088"
"Allen M Sumner(1959)","USS John R. Pierce","DD 753","1944.669","1973.499"
"Allen M Sumner(1959)","USS Frank E. Evans","DD 754","1944.757","1969.499"
"Allen M Sumner(1959)","USS John A. Bole","DD 755","1944.836","1974.088"
"Allen M Sumner(1959)","USS Beatty","DD 756","1944.915","1972.536"
"Allen M Sumner(1959)","USS Putnam","DD 757","1944.235","1973.597"
"Allen M Sumner(1959)","USS Strong","DD 758","1944.311","1973.833"
"Allen M Sumner(1959)","USS Lofberg","DD 759","1944.615","1973.088"
"Allen M Sumner(1959)","USS John W. Thomason","DD 760","1944.749","1974.088"
"Allen M Sumner(1959)","USS Buck","DD 761","1945.192","1973.537"
"Allen M Sumner(1959)","USS Henley","DD 762","1945.268","1973.499"
"Allen M Sumner(1959)","USS Lowry","DD 770","1944.101","1973.833"
"Allen M Sumner(1959)","USS Willard Keith","DD 775","1944.661","1972.5"
"Allen M Sumner(1959)","USS James C. Owens","DD 776","1944.751","1973.537"
"Allen M Sumner(1959)","USS Zellars","DD 777","1944.549","1971.214"
"Allen M Sumner(1959)","USS Massey","DD 778","1944.634","1973.712"
"Allen M Sumner(1959)","USS Douglas H. Fox","DD 779","1944.749","1973.956"
"Allen M Sumner(1959)","USS Stormes","DD 780","1944.844","1972.128"
"Allen M Sumner(1959)","USS Robert K. Huntington","DD 781","1944.929","1973.833"
"Allen M Sumner(1959)","USS Bristol","DD 857","1944.828","1969.89"
"Allen M Sumner(1962)","USS Allen M. Sumner","DD 692","1943.956","1973.622"
"Allen M Sumner(1962)","USS Moale","DD 693","1944.044","1973.501"
"Allen M Sumner(1962)","USS Ingraham","DD 694","1944.044","1971.54"
"Allen M Sumner(1962)","USS English","DD 696","1944.158","1970.37"
"Allen M Sumner(1962)","USS Charles S. Sperry","DD 697","1944.199","1973.956"
"Allen M Sumner(1962)","USS Ault","DD 698","1944.235","1973.668"
"Allen M Sumner(1962)","USS Waldron","DD 699","1944.235","1973.833"
"Allen M Sumner(1962)","USS Haynsworth","DD 700","1944.29","1970.082"
"Allen M Sumner(1962)","USS John W. Weeks","DD 701","1944.388","1970.614"
"Allen M Sumner(1962)","USS Hank","DD 702","1944.388","1972.5"
"Allen M Sumner(1962)","USS Wallace L. Lind","DD 703","1944.454","1973.926"
"Allen M Sumner(1962)","USS Borie","DD 704","1944.508","1972.5"
"Allen M Sumner(1962)","USS Compton","DD 705","1944.713","1972.74"
"Allen M Sumner(1962)","USS Gainard","DD 706","1944.713","1971.156"
"Allen M Sumner(1962)","USS Soley","DD 707","1944.689","1970.121"
"Allen M Sumner(1962)","USS Harlan R. Dickson","DD 708","1944.962","1972.5"
"Allen M Sumner(1962)","USS Hugh Purvis","DD 709","1944.962","1973.088"
"Allen M Sumner(1962)","USS Barton","DD 722","1943.775","1968.751"
"Allen M Sumner(1962)","USS Walke","DD 723","1943.822","1974.088"
"Allen M Sumner(1962)","USS Laffey","DD 724","1943.89","1975.164"
"Allen M Sumner(1962)","USS O Brien","DD 725","1943.937","1972.134"
"Allen M Sumner(1962)","USS De Haven","DD 727","1944.025","1973.923"
"Allen M Sumner(1962)","USS Mansfield","DD 728","1944.079","1974.088"
"Allen M Sumner(1962)","USS Lyman K. Swenson","DD 729","1944.117","1974.088"
"Allen M Sumner(1962)","USS Collett","DD 730","1944.178","1974.088"
"Allen M Sumner(1962)","USS Maddox","DD 731","1944.216","1972.503"
"Allen M Sumner(1962)","USS Hyman","DD 732","1944.27","1969.877"
"Allen M Sumner(1962)","USS Purdy","DD 734","1944.35","1973.499"
"Allen M Sumner(1962)","USS Blue","DD 744","1943.91","1974.088"
"Allen M Sumner(1962)","USS Brush","DD 745","1943.992","1969.822"
"Allen M Sumner(1962)","USS Taussig","DD 746","1944.068","1974.088"
"Allen M Sumner(1962)","USS Samuel L. Moore","DD 747","1944.148","1969.814"
"Allen M Sumner(1962)","USS Harry E. Hubbard","DD 748","1944.23","1969.795"
"Allen M Sumner(1962)","USS Alfred A. Cunningham","DD 752","1944.59","1974.088"
"Allen M Sumner(1962)","USS John R. Pierce","DD 753","1944.669","1973.499"
"Allen M Sumner(1962)","USS Frank E. Evans","DD 754","1944.757","1969.499"
"Allen M Sumner(1962)","USS John A. Bole","DD 755","1944.836","1974.088"
"Allen M Sumner(1962)","USS Beatty","DD 756","1944.915","1972.536"
"Allen M Sumner(1962)","USS Putnam","DD 757","1944.235","1973.597"
"Allen M Sumner(1962)","USS Strong","DD 758","1944.311","1973.833"
"Allen M Sumner(1962)","USS Lofberg","DD 759","1944.615","1973.088"
"Allen M Sumner(1962)","USS John W. Thomason","DD 760","1944.749","1974.088"
"Allen M Sumner(1962)","USS Buck","DD 761","1945.192","1973.537"
"Allen M Sumner(1962)","USS Henley","DD 762","1945.268","1973.499"
"Allen M Sumner(1962)","USS Lowry","DD 770","1944.101","1973.833"
"Allen M Sumner(1962)","USS Willard Keith","DD 775","1944.661","1972.5"
"Allen M Sumner(1962)","USS James C. Owens","DD 776","1944.751","1973.537"
"Allen M Sumner(1962)","USS Zellars","DD 777","1944.549","1971.214"
"Allen M Sumner(1962)","USS Massey","DD 778","1944.634","1973.712"
"Allen M Sumner(1962)","USS Douglas H. Fox","DD 779","1944.749","1973.956"
"Allen M Sumner(1962)","USS Stormes","DD 780","1944.844","1972.128"
"Allen M Sumner(1962)","USS Robert K. Huntington","DD 781","1944.929","1973.833"
"Allen M Sumner(1962)","USS Bristol","DD 857","1944.828","1969.89"
"Allen M Sumner(1966)","USS Allen M. Sumner","DD 692","1943.956","1973.622"
"Allen M Sumner(1966)","USS Moale","DD 693","1944.044","1973.501"
"Allen M Sumner(1966)","USS Ingraham","DD 694","1944.044","1971.54"
"Allen M Sumner(1966)","USS English","DD 696","1944.158","1970.37"
"Allen M Sumner(1966)","USS Charles S. Sperry","DD 697","1944.199","1973.956"
"Allen M Sumner(1966)","USS Ault","DD 698","1944.235","1973.668"
"Allen M Sumner(1966)","USS Waldron","DD 699","1944.235","1973.833"
"Allen M Sumner(1966)","USS Haynsworth","DD 700","1944.29","1970.082"
"Allen M Sumner(1966)","USS John W. Weeks","DD 701","1944.388","1970.614"
"Allen M Sumner(1966)","USS Hank","DD 702","1944.388","1972.5"
"Allen M Sumner(1966)","USS Wallace L. Lind","DD 703","1944.454","1973.926"
"Allen M Sumner(1966)","USS Borie","DD 704","1944.508","1972.5"
"Allen M Sumner(1966)","USS Compton","DD 705","1944.713","1972.74"
"Allen M Sumner(1966)","USS Gainard","DD 706","1944.713","1971.156"
"Allen M Sumner(1966)","USS Soley","DD 707","1944.689","1970.121"
"Allen M Sumner(1966)","USS Harlan R. Dickson","DD 708","1944.962","1972.5"
"Allen M Sumner(1966)","USS Hugh Purvis","DD 709","1944.962","1973.088"
"Allen M Sumner(1966)","USS Barton","DD 722","1943.775","1968.751"
"Allen M Sumner(1966)","USS Walke","DD 723","1943.822","1974.088"
"Allen M Sumner(1966)","USS Laffey","DD 724","1943.89","1975.164"
"Allen M Sumner(1966)","USS O Brien","DD 725","1943.937","1972.134"
"Allen M Sumner(1966)","USS De Haven","DD 727","1944.025","1973.923"
"Allen M Sumner(1966)","USS Mansfield","DD 728","1944.079","1974.088"
"Allen M Sumner(1966)","USS Lyman K. Swenson","DD 729","1944.117","1974.088"
"Allen M Sumner(1966)","USS Collett","DD 730","1944.178","1974.088"
"Allen M Sumner(1966)","USS Maddox","DD 731","1944.216","1972.503"
"Allen M Sumner(1966)","USS Hyman","DD 732","1944.27","1969.877"
"Allen M Sumner(1966)","USS Purdy","DD 734","1944.35","1973.499"
"Allen M Sumner(1966)","USS Blue","DD 744","1943.91","1974.088"
"Allen M Sumner(1966)","USS Brush","DD 745","1943.992","1969.822"
"Allen M Sumner(1966)","USS Taussig","DD 746","1944.068","1974.088"
"Allen M Sumner(1966)","USS Samuel L. Moore","DD 747","1944.148","1969.814"
"Allen M Sumner(1966)","USS Harry E. Hubbard","DD 748","1944.23","1969.795"
"Allen M Sumner(1966)","USS Alfred A. Cunningham","DD 752","1944.59","1974.088"
"Allen M Sumner(1966)","USS John R. Pierce","DD 753","1944.669","1973.499"
"Allen M Sumner(1966)","USS Frank E. Evans","DD 754","1944.757","1969.499"
"Allen M Sumner(1966)","USS John A. Bole","DD 755","1944.836","1974.088"
"Allen M Sumner(1966)","USS Beatty","DD 756","1944.915","1972.536"
"Allen M Sumner(1966)","USS Putnam","DD 757","1944.235","1973.597"
"Allen M Sumner(1966)","USS Strong","DD 758","1944.311","1973.833"
"Allen M Sumner(1966)","USS Lofberg","DD 759","1944.615","1973.088"
"Allen M Sumner(1966)","USS John W. Thomason","DD 760","1944.749","1974.088"
"Allen M Sumner(1966)","USS Buck","DD 761","1945.192","1973.537"
"Allen M Sumner(1966)","USS Henley","DD 762","1945.268","1973.499"
"Allen M Sumner(1966)","USS Lowry","DD 770","1944.101","1973.833"
"Allen M Sumner(1966)","USS Willard Keith","DD 775","1944.661","1972.5"
"Allen M Sumner(1966)","USS James C. Owens","DD 776","1944.751","1973.537"
"Allen M Sumner(1966)","USS Zellars","DD 777","1944.549","1971.214"
"Allen M Sumner(1966)","USS Massey","DD 778","1944.634","1973.712"
"Allen M Sumner(1966)","USS Douglas H. Fox","DD 779","1944.749","1973.956"
"Allen M Sumner(1966)","USS Stormes","DD 780","1944.844","1972.128"
"Allen M Sumner(1966)","USS Robert K. Huntington","DD 781","1944.929","1973.833"
"Allen M Sumner(1966)","USS Bristol","DD 857","1944.828","1969.89"
"Allen M Sumner(Argentina)","ARA Segui","","1972.5","1983.003"
"Allen M Sumner(Argentina)","ARA Hipolito Bouchard","","1972.5","1984.003"
"Allen M Sumner(Brazil)","Matto Grasso","","1972.74","1990.499"
"Allen M Sumner(Brazil)","Sergipe","","1973.537","1995.795"
"Allen M Sumner(Brazil)","Alagoas","","1973.54","1996.497"
"Allen M Sumner(Brazil)","Espiranto Santo","","1973.833","1996.09"
"Allen M Sumner(Brazil)","Rio Grande Del Norte","","1973.833","1996.101"
"Allen M Sumner(Chile)","Ministro Zenteno","","1970.855","1990.003"
"Allen M Sumner(Chile)","Ministro Portales","","1974.003","1990.003"
"Allen M Sumner(Colombia)","ARC Santander","DD-03","1970.83","1986.003"
"Allen M Sumner(Colombia)","ARC Caldas","DD-02","1972.5","1977.003"
"Allen M Sumner(Greece)","Miaoulis","D211","1971.54","1992.003"
"Allen M Sumner(Iran)","Babr","D7","1971.214","1994.003"
"Allen M Sumner(Iran)","Palang","D9","1972.128","1994.003"
"Allen M Sumner(Korea, South)","ROKS Dae Gu","DD-917","1973.926","1994.003"
"Allen M Sumner(Korea, South)","ROKS Incheon","DD-918","1973.929","1993.003"
"Allen M Sumner(Taiwan)","ROCS Heng Yang","DDG-902","1969.918","1995.332"
"Allen M Sumner(Taiwan)","ROCS Hua Yang","DDG-903","1969.94","1993.003"
"Allen M Sumner(Taiwan)","ROCS Hsiang Yang","DDG-901","1969.94","1984.003"
"Allen M Sumner(Taiwan)","ROCS Yuen Yang","DDG-905","1970.362","1999.016"
"Allen M Sumner(Taiwan)","ROCS Huei Yang","DDG-906","1970.611","1999.625"
"Allen M Sumner(Taiwan)","ROCS Po Yang","DDG-910","1972.568","1985.003"
"Allen M Sumner(Taiwan)","ROCS Nan Yang","DDG-917","1974.345","2000.003"
"Allen M Sumner(Taiwan)","ROCS Lo Yang","DDG-914","1974.345","2000.126"
"Allen M Sumner(Venezuela)","Carabobo","","1972.536","1981.003"
"Allen M Sumner(Venezuela)","Falcon","","1973.833","1981.129"
"Pr 633","S-350","","1959.666","1982.189"
"Pr 633","S-351","","1959.849","1967.795"
"Pr 633","S-352","","1959.833","1967.071"
"Pr 633","S-353","","1959.986","1966.548"
"Pr 633","S-354","","1959.915","1966.795"
"Pr 633","S-32","","1960","1966.762"
"Pr 633","S-34","","1960","1966.762"
"Pr 633","S-36","","1960.749","1986.83"
"Pr 633","S-37","","1960.249","1992.505"
"Pr 633","S-38","","1960.73","1983.162"
"Pr 633","S-53","","1961","1985.962"
"Pr 633","S-101","","1960.973","1986.123"
"Pr 633","S-212","","1960.973","1973.099"
"Pr 633","S-128","","1960.995","1993.647"
"Pr 633","S-4","","1961.715","1987.099"
"Pr 633","S-7","","1961.712","1983.208"
"Pr 633","S-11","","1961.748","1991.479"
"Pr 633","S-28","","1961.978","1982.208"
"Pr 633","S-49","","1962","1995.929"
"Pr 633","S-57","","1961.989","1973.51"
"Pr 633(Syria)","S-53","","1985.962","2999"
"Pr 633(Syria)","S-101","","1986.123","2999"
"Pr 633(Syria)","S-4","","1987.099","2999"
"Pr 633(Bulgaria)","Nadezhda","","1986.83","2008.488"
"Pr 633(Bulgaria)","Slava","","1983.162","2011.029"
"Pr 633(Bulgaria)","Viktoriya","","1973.099","1990"
"Pr 633(Bulgaria)","Pobeda","","1973.51","1990"
"Pr 633(Algeria)","S-7","","1983.208","1989"
"Pr 633(Algeria)","S-28","","1982.208","1989"
"Pr 633(Egypt)","S-351","","1967.795","2999"
"Pr 633(Egypt)","S-352","","1967.071","2999"
"Pr 633(Egypt)","S-353","","1966.548","2999"
"Pr 633(Egypt)","S-354","","1966.795","2999"
"Pr 633(Egypt)","S-32","","1966.762","2999"
"Pr 633(Egypt)","S-34","","1966.762","2999"
"Type 053(Korea, North)","140","","1974","2999"
"Type 053(Korea, North)","141","","1974","2999"
"Type 053(Korea, North)","142","","1975","2999"
"Type 053(Korea, North)","143","","1975","2999"
"Type 053(Korea, North)","144","","1975","2999"
"Type 053(Korea, North)","NK1","","1975","2999"
"Type 053(Korea, North)","NK2","","1975","2999"
"Type 053(Korea, North)","NK3","","1976","2999"
"Type 053(Korea, North)","NK4","","1976","2999"
"Type 053(Korea, North)","NK5","","1977","2999"
"Type 053(Korea, North)","NK6","","1977","2999"
"Type 053(Korea, North)","NK7","","1978","2999"
"Type 053(Korea, North)","NK8","","1978","2999"
"Type 053(Korea, North)","NK9","","1979","2999"
"Type 053(Korea, North)","NK10","","1979","2999"
"Type 053(Korea, North)","NK11","","1980","2999"
"Type 053(Korea, North)","NK12","","1980","2999"
"Type 053(Korea, North)","NK13","","1981","2999"
"Type 053(Korea, North)","NK14","","1981","2999"
"Type 053(Korea, North)","NK15","","1982","2999"
"Type 053(Korea, North)","NK16","","1982","2999"
"Type 053","126","","1962","1982.221"
"Type 053","128","","1962","1982.221"
"Type 053","136","","1963","1984.007"
"Type 053","137","","1963","1984.007"
"Type 053","138","","1963","1973"
"Type 053","139","","1963","1973"
"Type 053","140","","1964","1974"
"Type 053","141","","1964","1974"
"Type 053","142","","1964","1975"
"Type 053","143","","1965","1975"
"Type 053","144","","1965","1975"
"Type 053","145","","1965","1987"
"Type 053","146","","1966","1987"
"Type 053","147","","1966","1990"
"Type 053","148","","1966","1990"
"Type 053","149","","1967","1991"
"Type 053","150","","1967","1991"
"Type 053","151","","1967","1991"
"Type 053","152","","1968","1992"
"Type 053","153","","1968","1992"
"Type 053","154","","1968","1992"
"Type 053","160","","1969","1993"
"Type 053","161","","1969","1993"
"Type 053","162","","1969","1993"
"Type 053","163","","1970","1994"
"Type 053","164","","1970","1994"
"Type 053","165","","1970","1994"
"Type 053","170","","1971","1995"
"Type 053","171","","1971","1995"
"Type 053","172","","1971","1995"
"Type 053","173","","1971","1995"
"Type 053","175","","1972","1996"
"Type 053","176","","1972","1996"
"Type 053","208","","1973","1997"
"Type 053","209","","1973","1997"
"Type 053","210","","1973","1997"
"Type 053","211","","1974","1998"
"Type 053","212","","1974","1998"
"Type 053","213","","1974","1998"
"Type 053","214","","1975","1999"
"Type 053","215","","1975","1999"
"Type 053","216","","1975","1999"
"Type 053","217","","1976","2000"
"Type 053","218","","1976","2000"
"Type 053","219","","1976","2000"
"Type 053","220","","1977","2001"
"Type 053","221","","1977","2001"
"Type 053","222","","1977","2001"
"Type 053","223","","1978","2002"
"Type 053","224","","1978","2002"
"Type 053","225","","1978","2002"
"Type 053","226","","1979","2003"
"Type 053","227","","1979","2003"
"Type 053","228","","1979","2003"
"Type 053","229","","1980","2004"
"Type 053","230","","1980","2004"
"Type 053","234","","1981","2005"
"Type 053","235","","1981","2005"
"Type 053","236","","1981","2005"
"Type 053","238","","1981","2005"
"Type 053","239","","1981","2005"
"Type 053","245","","1982","2006"
"Type 053","246","","1982","2006"
"Type 053","247","","1982","2006"
"Type 053","248","","1983","2007"
"Type 053","249","","1983","2007"
"Type 053","250","","1983","2007"
"Type 053","254","","1984","2008"
"Type 053","255","","1984","2008"
"Type 053","256","","1984","2008"
"Type 053","267","","1985","2009"
"Type 053","268","","1985","2009"
"Type 053","269","","1986","2010"
"Type 053","270","","1986","2010"
"Type 053","272","","1987","2011"
"Type 053","281","","1987","2011"
"Type 053","282","","1987","2011"
"Type 053","283","","1987","2011"
"Type 053","290","","1988","2012"
"Type 053","291","","1988","2012"
"Type 053","292","","1988","2012"
"Type 053","293","","1988","2012"
"Type 053","294","","1988","2012"
"Type 053","343","","1989","2013"
"Type 053","344","","1989","2013"
"Type 053","345","","1990","2014"
"Type 053","346","","1990","2014"
"Type 053","349","","1991","2015"
"Type 053","777","","1992","2016"
"Type 053(Egypt)","126","","1982.221","2999"
"Type 053(Egypt)","128","","1982.221","2999"
"Type 053(Egypt)","136","","1984.007","2999"
"Type 053(Egypt)","137","","1984.007","2999"
"Type 053(Egypt)","145","","1987","2999"
"Type 053(Egypt)","146","","1987","2999"
"Gotland","Gotland","","1996.671","2999"
"Gotland","Uppland","","1997.33","2999"
"Gotland","Halland","","1997.749","2999"
"Oliver Hazard Perry FFGHM","USS Antrim","FFG-20","1981.736","1996.351"
"Oliver Hazard Perry FFGHM","USS Aubrey Fitch","FFG-34","1982.77","1997.9452"
"Oliver Hazard Perry FFGHM","USS Boone","FFG-28","1982.2854","2005.6961"
"Oliver Hazard Perry FFGHM","USS Carr","FFG-52","1985.5674","2004.4278"
"Oliver Hazard Perry FFGHM","USS Clark","FFG-11","1980.354","2000.204"
"Oliver Hazard Perry FFGHM","USS Clifton Sprague","FFG-16","1981.218","1995.418"
"Oliver Hazard Perry FFGHM","USS Copeland","FFG-25","1982.5975","1996.7125"
"Oliver Hazard Perry FFGHM","USS Crommelin","FFG-37","1983.4606","2004.6003"
"Oliver Hazard Perry FFGHM","USS Curts","FFG-38","1983.7673","2006.3484"
"Oliver Hazard Perry FFGHM","USS De Wert","FFG-45","1983.8823","2005.7509"
"Oliver Hazard Perry FFGHM","USS Doyle","FFG-39","1983.384","2006.1759"
"Oliver Hazard Perry FFGHM","USS Duncan","FFG-10","1980.37","1994.96"
"Oliver Hazard Perry FFGHM","USS Elrod","FFG-55","1985.7207","2005.258"
"Oliver Hazard Perry FFGHM","USS Estocin","FFG-15","1981.026","2003.253"
"Oliver Hazard Perry FFGHM","USS Fahrion","FFG-22","1982.042","1998.242"
"Oliver Hazard Perry FFGHM","USS Flatley","FFG-21","1981.467","1996.359"
"Oliver Hazard Perry FFGHM","USS Ford","FFG-54","1985.4908","2005.091"
"Oliver Hazard Perry FFGHM","USS Gallery","FFG-26","1981.9261","1996.4497"
"Oliver Hazard Perry FFGHM","USS Gary","FFG-51","1984.8768","2004.4278"
"Oliver Hazard Perry FFGHM","USS George Philip","FFG-12","1980.775","2003.201"
"Oliver Hazard Perry FFGHM","USS Halyburton","FFG-40","1984.0144","2004.2553"
"Oliver Hazard Perry FFGHM","USS Hawes","FFG-53","1985.1075","2010.9398"
"Oliver Hazard Perry FFGHM","USS Ingraham","FFG-61","1989.7591","2005.4305"
"Oliver Hazard Perry FFGHM","USS Jack Williams","FFG-24","1981.7153","1996.6988"
"Oliver Hazard Perry FFGHM","USS Jarrett","FFG-33","1983.499","2004.2553"
"Oliver Hazard Perry FFGHM","USS John A. Moore","FFG-19","1981.87","2000.668"
"Oliver Hazard Perry FFGHM","USS John L. Hall","FFG-32","1982.4825","2006.0089"
"Oliver Hazard Perry FFGHM","USS Kauffman","FFG-59","1987.1595","2004.6961"
"Oliver Hazard Perry FFGHM","USS Klakring","FFG-42","1983.6331","2006.1759"
